Doss.,Prénom Nom,genre,Col  Voza,St-Gervais,Contamines,La Balme,Bonhomme,Chapieux,Col Seigne,Lac Combal,Mt-Favre,Checrouit ,Courmayeur,Bertone,Bonatti,Arnouvaz,Col Ferret,La Fouly,Champex,La Giète,Trient,Tseppes,Vallorcine,La Flégère,Chamonix,Total
10,Daniel JONES,M,0.05547112462006079,0.029635258358662615,0.044832826747720364,0.04559270516717325,0.044832826747720364,0.0182370820668693,0.06914893617021277,0.04027355623100304,0.03115501519756839,0.02127659574468085,0.02507598784194529,0.04559270516717325,0.04331306990881459,0.028875379939209727,0.044832826747720364,0.0486322188449848,0.07522796352583587,0.07826747720364742,0.0243161094224924,0.037993920972644375,0.0425531914893617,0.07750759878419453,0.02735562310030395,0 days 21:56:00
137,Santos Gabriel RUEDA,M,0.05534495830174375,0.02880970432145565,0.04700530705079606,0.043214556482183475,0.04397270659590599,0.01819560272934041,0.0667172100075815,0.04169825625473844,0.03184230477634572,0.01819560272934041,0.02577710386656558,0.04624715693707354,0.04624715693707354,0.029567854435178165,0.043214556482183475,0.045489006823351025,0.07354056103108415,0.07884761182714177,0.024260803639120546,0.04169825625473844,0.043214556482183475,0.07808946171341925,0.02880970432145565,0 days 21:59:00
23,Ji DUO,M,0.053504144687264506,0.028636021100226075,0.04370761115297664,0.04672192916352675,0.045968349660889224,0.018839487565938208,0.0693293142426526,0.04069329314242653,0.03014318010550113,0.019593067068575734,0.027882441597588545,0.0452147701582517,0.044461190655614165,0.0293896006028636,0.048982667671439335,0.04672192916352675,0.07008289374529013,0.07837226827430294,0.02260738507912585,0.03843255463451394,0.0452147701582517,0.07761868877166542,0.027882441597588545,0 days 22:07:00
66,Scott HAWKER,M,0.05472263868065967,0.02848575712143928,0.044977511244377814,0.044977511244377814,0.04272863568215892,0.017991004497751123,0.06671664167916042,0.03973013493253373,0.03073463268365817,0.019490254872563718,0.0239880059970015,0.038980509745127435,0.03823088455772114,0.025487256371814093,0.043478260869565216,0.04872563718140929,0.06521739130434782,0.0704647676161919,0.022488755622188907,0.03673163418290855,0.046476761619190406,0.10419790104947527,0.044977511244377814,0 days 22:14:00
64,Thomas JOLY DE LOTBINIERE,M,0.05572065378900446,0.029717682020802376,0.045319465081723624,0.04457652303120357,0.0475482912332838,0.020059435364041606,0.06909361069836553,0.04309063893016345,0.030460624071322436,0.019316493313521546,0.023031203566121844,0.043833580980683504,0.04234769687964339,0.02823179791976226,0.041604754829123326,0.043833580980683504,0.075037147102526,0.07429420505200594,0.023031203566121844,0.04011887072808321,0.0475482912332838,0.08098068350668648,0.031203566121842496,0 days 22:26:00
60,Rod FARVARD,M,0.05321507760532151,0.028085735402808575,0.04360679970436068,0.04138950480413895,0.04434589800443459,0.017738359201773836,0.06651884700665188,0.03917220990391722,0.029563932002956393,0.019216555801921657,0.025868440502586843,0.04434589800443459,0.04730229120473023,0.027346637102734665,0.04286770140428677,0.04286770140428677,0.07760532150776053,0.08499630450849963,0.022912047302291204,0.037694013303769404,0.04582409460458241,0.0835181079083518,0.03399852180339985,0 days 22:33:00
53,Raul Octaviu BUTACI,M,0.053019145802650956,0.027982326951399118,0.04491899852724595,0.044182621502209134,0.042709867452135494,0.017673048600883652,0.06774668630338733,0.03829160530191458,0.029455081001472753,0.016936671575846832,0.025036818851251842,0.04491899852724595,0.039764359351988215,0.025036818851251842,0.045655375552282766,0.042709867452135494,0.07142857142857142,0.09867452135493372,0.021354933726067747,0.042709867452135494,0.048600883652430045,0.08100147275405008,0.030191458026509573,0 days 22:38:00
12,Yanqiao YUN,M,0.055106539309331376,0.028655400440852314,0.04335047759000735,0.0470242468772961,0.04481998530492285,0.019103600293901544,0.06465833945628215,0.04041146216017634,0.03232916972814107,0.0213078618662748,0.025716385011021307,0.0470242468772961,0.04188096987509184,0.02718589272593681,0.04188096987509184,0.046289493019838354,0.07127112417340191,0.08229243203526819,0.02351212343864805,0.03600293901542983,0.04335047759000735,0.0881704628949302,0.028655400440852314,0 days 22:41:00
55,Sergio Gustavo PEREYRA,M,0.05426917510853835,0.028219971056439943,0.04341534008683068,0.04341534008683068,0.0426917510853835,0.01881331403762663,0.06439942112879884,0.0426917510853835,0.03183791606367583,0.01808972503617945,0.023878437047756874,0.04486251808972504,0.04052098408104197,0.024602026049204053,0.04703328509406657,0.0426917510853835,0.07091172214182344,0.08104196816208394,0.02243125904486252,0.04341534008683068,0.05209840810419682,0.08610709117221418,0.03256150506512301,0 days 23:02:00
104,Alexandre BOUCHEIX,M,0.0549530007230658,0.028922631959508314,0.044107013738250184,0.04338394793926247,0.046276211135213303,0.018799710773680405,0.06796818510484454,0.04266088214027477,0.03109182935647144,0.02024584237165582,0.021691973969631236,0.04121475054229935,0.04049168474331164,0.0274765003615329,0.04483007953723789,0.04338394793926247,0.06652205350686913,0.08170643528561099,0.023138105567606652,0.04193781634128706,0.04844540853217643,0.08821402747650037,0.03253796095444685,0 days 23:03:00
134,Ugo FERRARI,M,0.05391804457225018,0.02875629043853343,0.04601006470165349,0.043134435657800146,0.04457225017972682,0.018691588785046728,0.06757728253055356,0.040258806613946804,0.030913012221423435,0.018691588785046728,0.02372393961179008,0.041696621135873475,0.041696621135873475,0.028037383177570093,0.043134435657800146,0.04385334291876348,0.07117181883537024,0.08123652048885693,0.02372393961179008,0.04385334291876348,0.04744787922358016,0.08339324227174695,0.03450754852624011,0 days 23:11:00
151,René ROVERA,M,0.056509298998569386,0.030042918454935622,0.05007153075822604,0.04935622317596566,0.04721030042918455,0.019313304721030045,0.07224606580829757,0.04291845493562232,0.031473533619456366,0.02074391988555079,0.02861230329041488,0.044349070100143065,0.03934191702432046,0.02503576537911302,0.04148783977110158,0.04005722460658083,0.06437768240343347,0.07439198855507868,0.02074391988555079,0.04148783977110158,0.045064377682403435,0.0815450643776824,0.033619456366237484,0 days 23:18:00
