bib,name,status,category,sex,country,Départ,P7,Peyreleau,St André,La Roque,Pierrefich,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
928,Johannes DECALF,FINISHER,M1-M2H,MALE,BE,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:49.000+00:00,2023-10-22T08:30:26.000+00:00,2023-10-22T10:24:18.000+00:00,2023-10-22T12:19:54.000+00:00,2023-10-22T13:04:20.000+00:00,2023-10-22T14:03:49.000+00:00,2023-10-22T16:24:47.000+00:00,2023-10-22T17:12:58.000+00:00,2023-10-22T18:23:09.000+00:00,2023-10-22T19:59:15.000+00:00,2023-10-22T20:55:29.000+00:00,
2130,Laurent BATTEUR,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:01:48.000+00:00,2023-10-22T09:05:41.000+00:00,2023-10-22T11:10:10.000+00:00,2023-10-22T13:17:55.000+00:00,2023-10-22T14:03:37.000+00:00,2023-10-22T15:07:26.000+00:00,2023-10-22T17:01:10.000+00:00,2023-10-22T17:43:28.000+00:00,2023-10-22T18:41:28.000+00:00,2023-10-22T20:07:47.000+00:00,2023-10-22T21:32:26.000+00:00,
2439,Sandra COURRAULT,FINISHER,M1-M2F,FEMALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:07:00.000+00:00,2023-10-22T09:12:20.000+00:00,2023-10-22T11:26:29.000+00:00,2023-10-22T14:06:39.000+00:00,2023-10-22T15:03:36.000+00:00,2023-10-22T16:27:09.000+00:00,2023-10-22T18:26:04.000+00:00,,,,2023-10-22T20:55:37.000+00:00,2023-10-22T19:51:20.000+00:00
2534,Vincent LAURENT,FINISHER,M5-M6H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:01:18.000+00:00,2023-10-22T09:04:56.000+00:00,2023-10-22T11:45:01.000+00:00,2023-10-22T14:14:11.000+00:00,2023-10-22T15:10:35.000+00:00,2023-10-22T16:23:36.000+00:00,2023-10-22T18:36:43.000+00:00,,,,2023-10-22T20:55:37.000+00:00,2023-10-22T19:51:28.000+00:00
1358,Nicolas AUGE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:06:24.000+00:00,2023-10-22T09:21:18.000+00:00,2023-10-22T11:44:24.000+00:00,2023-10-22T13:57:22.000+00:00,2023-10-22T14:50:09.000+00:00,2023-10-22T16:33:09.000+00:00,2023-10-22T18:36:48.000+00:00,,,,2023-10-22T20:55:38.000+00:00,2023-10-22T19:51:23.000+00:00
599,Laurence GANDNER,FINISHER,M3-M4F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:27:57.000+00:00,2023-10-22T08:25:42.000+00:00,2023-10-22T10:31:19.000+00:00,2023-10-22T12:39:25.000+00:00,2023-10-22T13:31:06.000+00:00,2023-10-22T14:40:57.000+00:00,2023-10-22T16:40:43.000+00:00,2023-10-22T17:33:00.000+00:00,2023-10-22T18:34:50.000+00:00,2023-10-22T20:01:38.000+00:00,2023-10-22T20:55:38.000+00:00,
1792,Nicolas CASTELLS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:50:45.000+00:00,2023-10-22T08:32:42.000+00:00,2023-10-22T10:24:38.000+00:00,2023-10-22T12:25:32.000+00:00,2023-10-22T13:11:36.000+00:00,2023-10-22T14:19:48.000+00:00,2023-10-22T16:22:22.000+00:00,2023-10-22T17:21:32.000+00:00,2023-10-22T18:23:33.000+00:00,2023-10-22T19:57:02.000+00:00,2023-10-22T21:01:08.000+00:00,
2687,Jonathan SAUVAGE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:08:49.000+00:00,2023-10-22T09:21:25.000+00:00,2023-10-22T11:43:00.000+00:00,2023-10-22T14:06:01.000+00:00,2023-10-22T14:57:57.000+00:00,2023-10-22T16:19:06.000+00:00,2023-10-22T18:31:42.000+00:00,,,,2023-10-22T21:43:58.000+00:00,2023-10-22T19:51:32.000+00:00
2362,Sonja BACQUIE,FINISHER,M3-M4F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:52.000+00:00,2023-10-22T08:41:57.000+00:00,2023-10-22T10:39:00.000+00:00,2023-10-22T12:32:55.000+00:00,2023-10-22T13:18:57.000+00:00,2023-10-22T14:26:14.000+00:00,2023-10-22T16:30:24.000+00:00,2023-10-22T17:17:14.000+00:00,2023-10-22T18:23:18.000+00:00,2023-10-22T20:01:27.000+00:00,2023-10-22T20:56:02.000+00:00,
1325,Nicolas BACQUIE,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:39.000+00:00,2023-10-22T08:30:21.000+00:00,2023-10-22T10:24:19.000+00:00,2023-10-22T12:23:38.000+00:00,2023-10-22T13:06:51.000+00:00,2023-10-22T14:14:59.000+00:00,2023-10-22T16:21:41.000+00:00,2023-10-22T17:12:57.000+00:00,2023-10-22T18:23:28.000+00:00,2023-10-22T20:01:29.000+00:00,2023-10-22T20:56:03.000+00:00,
2012,Rudy LEJEUNE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:07:20.000+00:00,2023-10-22T09:22:56.000+00:00,2023-10-22T11:37:55.000+00:00,2023-10-22T13:56:29.000+00:00,2023-10-22T14:47:46.000+00:00,2023-10-22T16:11:41.000+00:00,2023-10-22T18:13:27.000+00:00,,,,2023-10-22T20:56:06.000+00:00,2023-10-22T19:52:12.000+00:00
2013,Patrice DUMOULIN,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:07:20.000+00:00,2023-10-22T09:23:05.000+00:00,2023-10-22T11:37:58.000+00:00,2023-10-22T13:56:33.000+00:00,2023-10-22T14:47:35.000+00:00,2023-10-22T16:02:38.000+00:00,2023-10-22T18:15:11.000+00:00,,,,2023-10-22T20:56:06.000+00:00,2023-10-22T19:52:19.000+00:00
2577,Yannick MONCEAU,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:07:20.000+00:00,2023-10-22T09:23:09.000+00:00,2023-10-22T11:37:53.000+00:00,2023-10-22T13:56:18.000+00:00,2023-10-22T14:47:51.000+00:00,2023-10-22T16:02:34.000+00:00,2023-10-22T18:15:15.000+00:00,,,,2023-10-22T20:56:07.000+00:00,2023-10-22T19:52:15.000+00:00
1328,Patrick PAILLET,FINISHER,M5-M6H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:45:40.000+00:00,2023-10-22T08:45:07.000+00:00,2023-10-22T10:51:14.000+00:00,2023-10-22T12:56:52.000+00:00,2023-10-22T13:46:51.000+00:00,2023-10-22T15:03:22.000+00:00,2023-10-22T16:59:28.000+00:00,2023-10-22T17:52:26.000+00:00,2023-10-22T18:52:08.000+00:00,2023-10-22T20:14:16.000+00:00,2023-10-22T20:56:30.000+00:00,
2041,Bruno CHARRIER,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:03:03.000+00:00,2023-10-22T09:02:46.000+00:00,2023-10-22T11:07:28.000+00:00,2023-10-22T13:04:40.000+00:00,2023-10-22T13:47:54.000+00:00,2023-10-22T14:58:57.000+00:00,2023-10-22T16:48:48.000+00:00,2023-10-22T17:36:44.000+00:00,2023-10-22T18:35:58.000+00:00,2023-10-22T20:05:10.000+00:00,2023-10-22T20:56:32.000+00:00,
2508,Guillaume GRENOUILLET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:02:57.000+00:00,2023-10-22T09:02:45.000+00:00,2023-10-22T11:12:05.000+00:00,2023-10-22T13:04:37.000+00:00,2023-10-22T13:47:47.000+00:00,2023-10-22T15:00:13.000+00:00,2023-10-22T16:48:45.000+00:00,2023-10-22T17:36:43.000+00:00,2023-10-22T18:36:34.000+00:00,2023-10-22T20:05:08.000+00:00,2023-10-22T20:56:32.000+00:00,
1963,Bénédicte JOLY,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:41:56.000+00:00,2023-10-22T08:27:43.000+00:00,2023-10-22T10:26:00.000+00:00,2023-10-22T12:26:02.000+00:00,2023-10-22T13:14:49.000+00:00,2023-10-22T14:25:49.000+00:00,2023-10-22T16:26:54.000+00:00,2023-10-22T17:21:52.000+00:00,2023-10-22T18:34:55.000+00:00,2023-10-22T20:05:54.000+00:00,2023-10-22T20:56:35.000+00:00,
1809,François PAILLAT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:55:09.000+00:00,2023-10-22T08:49:31.000+00:00,2023-10-22T10:48:52.000+00:00,2023-10-22T12:51:40.000+00:00,2023-10-22T13:40:11.000+00:00,2023-10-22T14:51:19.000+00:00,2023-10-22T16:56:18.000+00:00,2023-10-22T17:38:51.000+00:00,2023-10-22T18:45:56.000+00:00,2023-10-22T20:10:56.000+00:00,2023-10-22T20:56:43.000+00:00,
1952,Yannick BESSOT,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:05:59.000+00:00,2023-10-22T09:19:29.000+00:00,2023-10-22T11:20:09.000+00:00,2023-10-22T13:25:53.000+00:00,2023-10-22T14:09:09.000+00:00,2023-10-22T15:21:40.000+00:00,2023-10-22T17:15:03.000+00:00,2023-10-22T18:02:13.000+00:00,2023-10-22T18:52:38.000+00:00,2023-10-22T20:14:38.000+00:00,2023-10-22T20:56:54.000+00:00,
1312,Jean-Philippe ANNEQUIN,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:17.000+00:00,2023-10-22T08:53:42.000+00:00,2023-10-22T10:54:34.000+00:00,2023-10-22T13:09:36.000+00:00,2023-10-22T13:51:45.000+00:00,2023-10-22T14:57:20.000+00:00,2023-10-22T16:59:16.000+00:00,2023-10-22T17:47:40.000+00:00,2023-10-22T18:43:48.000+00:00,2023-10-22T20:04:18.000+00:00,2023-10-22T20:57:45.000+00:00,
1871,Roberto DE CASTRO,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:50:52.000+00:00,2023-10-22T08:54:59.000+00:00,2023-10-22T10:53:34.000+00:00,2023-10-22T12:59:56.000+00:00,2023-10-22T13:47:57.000+00:00,2023-10-22T14:56:36.000+00:00,2023-10-22T16:54:41.000+00:00,2023-10-22T17:39:01.000+00:00,2023-10-22T18:36:00.000+00:00,2023-10-22T20:08:12.000+00:00,2023-10-22T20:58:06.000+00:00,
1674,Mathieu VERDEIL,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:49:49.000+00:00,2023-10-22T09:01:11.000+00:00,2023-10-22T11:09:33.000+00:00,2023-10-22T13:22:14.000+00:00,2023-10-22T14:08:44.000+00:00,2023-10-22T15:10:49.000+00:00,2023-10-22T17:08:01.000+00:00,2023-10-22T17:54:44.000+00:00,2023-10-22T18:54:56.000+00:00,2023-10-22T20:22:25.000+00:00,2023-10-22T20:58:07.000+00:00,
940,Stephane HOUBRE,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:49:49.000+00:00,2023-10-22T09:01:10.000+00:00,2023-10-22T11:10:41.000+00:00,2023-10-22T13:22:21.000+00:00,2023-10-22T14:08:52.000+00:00,2023-10-22T15:10:42.000+00:00,2023-10-22T17:08:01.000+00:00,2023-10-22T17:54:42.000+00:00,2023-10-22T18:55:14.000+00:00,2023-10-22T20:22:24.000+00:00,2023-10-22T20:58:07.000+00:00,
1413,Joel ZULIANI,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:50:17.000+00:00,2023-10-22T08:47:43.000+00:00,2023-10-22T10:48:59.000+00:00,2023-10-22T12:50:36.000+00:00,2023-10-22T13:40:27.000+00:00,2023-10-22T14:45:40.000+00:00,2023-10-22T16:42:47.000+00:00,2023-10-22T17:34:52.000+00:00,2023-10-22T18:47:27.000+00:00,2023-10-22T20:05:52.000+00:00,2023-10-22T20:58:07.000+00:00,
2118,Thomas SOLIS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:19.000+00:00,2023-10-22T08:32:33.000+00:00,2023-10-22T10:33:02.000+00:00,2023-10-22T12:45:01.000+00:00,2023-10-22T13:26:51.000+00:00,2023-10-22T14:41:10.000+00:00,2023-10-22T16:46:10.000+00:00,2023-10-22T17:32:55.000+00:00,2023-10-22T18:38:00.000+00:00,2023-10-22T20:07:11.000+00:00,2023-10-22T20:58:10.000+00:00,
2675,Mickael CHABIDON,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:11.000+00:00,2023-10-22T08:56:00.000+00:00,2023-10-22T10:52:18.000+00:00,2023-10-22T12:54:58.000+00:00,2023-10-22T13:35:56.000+00:00,2023-10-22T14:47:11.000+00:00,2023-10-22T16:47:26.000+00:00,2023-10-22T17:39:21.000+00:00,2023-10-22T18:40:08.000+00:00,2023-10-22T20:07:01.000+00:00,2023-10-22T20:58:44.000+00:00,
2138,Kevin LEROY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:49:19.000+00:00,2023-10-22T08:45:52.000+00:00,2023-10-22T10:44:53.000+00:00,2023-10-22T12:47:41.000+00:00,2023-10-22T13:33:05.000+00:00,2023-10-22T14:44:09.000+00:00,2023-10-22T16:44:23.000+00:00,2023-10-22T17:41:39.000+00:00,2023-10-22T18:39:14.000+00:00,2023-10-22T20:07:12.000+00:00,2023-10-22T21:04:07.000+00:00,
1616,Emeric QUERE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:39:32.000+00:00,2023-10-22T08:28:09.000+00:00,2023-10-22T10:34:42.000+00:00,2023-10-22T12:37:32.000+00:00,2023-10-22T13:24:15.000+00:00,2023-10-22T14:39:25.000+00:00,2023-10-22T16:43:50.000+00:00,2023-10-22T17:39:56.000+00:00,2023-10-22T18:45:52.000+00:00,2023-10-22T20:07:00.000+00:00,2023-10-22T20:58:53.000+00:00,
1905,Brice NISTAL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:56:52.000+00:00,2023-10-22T08:57:34.000+00:00,2023-10-22T11:02:13.000+00:00,2023-10-22T13:12:10.000+00:00,2023-10-22T14:11:13.000+00:00,2023-10-22T15:12:03.000+00:00,2023-10-22T17:21:01.000+00:00,2023-10-22T18:05:01.000+00:00,2023-10-22T18:58:38.000+00:00,2023-10-22T20:18:49.000+00:00,2023-10-22T20:59:22.000+00:00,
1562,Mickaël GILBERT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:59.000+00:00,2023-10-22T08:38:49.000+00:00,2023-10-22T10:51:12.000+00:00,2023-10-22T13:03:10.000+00:00,2023-10-22T13:47:44.000+00:00,2023-10-22T15:03:56.000+00:00,2023-10-22T16:51:15.000+00:00,2023-10-22T17:43:30.000+00:00,2023-10-22T18:42:19.000+00:00,2023-10-22T20:08:12.000+00:00,2023-10-22T20:59:50.000+00:00,
1150,Florian LETELLIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:45:11.000+00:00,2023-10-22T08:32:47.000+00:00,2023-10-22T10:31:22.000+00:00,2023-10-22T12:31:54.000+00:00,2023-10-22T13:21:23.000+00:00,2023-10-22T14:29:37.000+00:00,2023-10-22T16:37:46.000+00:00,2023-10-22T17:32:26.000+00:00,2023-10-22T18:34:46.000+00:00,2023-10-22T20:05:09.000+00:00,2023-10-22T21:00:12.000+00:00,
1334,Victor MARRE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:28.000+00:00,2023-10-22T08:32:22.000+00:00,2023-10-22T10:38:04.000+00:00,2023-10-22T12:36:14.000+00:00,2023-10-22T13:31:47.000+00:00,2023-10-22T14:40:38.000+00:00,2023-10-22T16:44:43.000+00:00,2023-10-22T17:32:13.000+00:00,2023-10-22T18:34:08.000+00:00,2023-10-22T20:06:52.000+00:00,2023-10-22T21:00:12.000+00:00,
1523,Romain PETITCOLIN,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:46.000+00:00,2023-10-22T08:39:58.000+00:00,2023-10-22T10:46:34.000+00:00,2023-10-22T12:47:02.000+00:00,2023-10-22T13:40:08.000+00:00,2023-10-22T14:58:27.000+00:00,2023-10-22T16:54:11.000+00:00,2023-10-22T17:43:37.000+00:00,2023-10-22T18:42:50.000+00:00,2023-10-22T20:07:22.000+00:00,2023-10-22T21:00:15.000+00:00,
1267,Philippe JOUBERT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:23.000+00:00,2023-10-22T08:40:08.000+00:00,2023-10-22T10:40:51.000+00:00,2023-10-22T12:40:15.000+00:00,2023-10-22T13:29:39.000+00:00,2023-10-22T14:45:12.000+00:00,2023-10-22T16:44:44.000+00:00,2023-10-22T17:33:07.000+00:00,2023-10-22T18:34:09.000+00:00,2023-10-22T20:07:01.000+00:00,2023-10-22T21:00:20.000+00:00,
2114,Richard BOUCHER,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:56.000+00:00,2023-10-22T08:50:23.000+00:00,2023-10-22T10:45:00.000+00:00,2023-10-22T12:41:53.000+00:00,2023-10-22T13:22:40.000+00:00,2023-10-22T14:25:29.000+00:00,2023-10-22T16:38:17.000+00:00,2023-10-22T17:26:33.000+00:00,2023-10-22T18:27:13.000+00:00,2023-10-22T20:10:28.000+00:00,2023-10-22T21:00:31.000+00:00,
738,Ghislain HABLOT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:20:53.000+00:00,2023-10-22T07:55:11.000+00:00,2023-10-22T09:57:41.000+00:00,2023-10-22T11:57:58.000+00:00,2023-10-22T12:38:57.000+00:00,2023-10-22T14:00:29.000+00:00,2023-10-22T16:01:22.000+00:00,2023-10-22T17:03:37.000+00:00,2023-10-22T18:19:39.000+00:00,2023-10-22T20:01:30.000+00:00,2023-10-22T21:00:58.000+00:00,
1815,Dhia GUITOUNI,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:01:49.000+00:00,2023-10-22T08:57:29.000+00:00,2023-10-22T11:04:13.000+00:00,2023-10-22T13:18:29.000+00:00,2023-10-22T14:03:38.000+00:00,2023-10-22T15:20:48.000+00:00,2023-10-22T17:06:04.000+00:00,2023-10-22T17:56:09.000+00:00,2023-10-22T18:52:30.000+00:00,2023-10-22T20:10:34.000+00:00,2023-10-22T21:01:04.000+00:00,
1778,Julien TROUBAT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:46:56.000+00:00,2023-10-22T08:37:15.000+00:00,,,2023-10-22T13:32:08.000+00:00,,,2023-10-22T17:36:17.000+00:00,2023-10-22T18:44:43.000+00:00,2023-10-22T20:08:56.000+00:00,2023-10-22T21:01:33.000+00:00,
2167,Emmanuel MOUTON,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:56:44.000+00:00,2023-10-22T08:55:04.000+00:00,2023-10-22T10:57:07.000+00:00,2023-10-22T12:57:50.000+00:00,2023-10-22T13:46:53.000+00:00,2023-10-22T14:55:57.000+00:00,2023-10-22T16:55:17.000+00:00,2023-10-22T17:45:22.000+00:00,2023-10-22T18:45:14.000+00:00,2023-10-22T20:11:03.000+00:00,2023-10-22T21:02:01.000+00:00,
1931,Fabrice LECOFFRE,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:49.000+00:00,2023-10-22T08:41:47.000+00:00,2023-10-22T10:43:13.000+00:00,2023-10-22T12:58:53.000+00:00,2023-10-22T13:48:39.000+00:00,2023-10-22T14:52:38.000+00:00,2023-10-22T16:45:15.000+00:00,2023-10-22T17:24:01.000+00:00,2023-10-22T18:22:34.000+00:00,2023-10-22T20:03:52.000+00:00,2023-10-22T21:02:11.000+00:00,
2622,Alexandre RECHE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:13.000+00:00,2023-10-22T08:54:31.000+00:00,2023-10-22T10:51:43.000+00:00,2023-10-22T13:01:38.000+00:00,2023-10-22T13:47:53.000+00:00,2023-10-22T15:07:18.000+00:00,2023-10-22T16:56:22.000+00:00,2023-10-22T17:40:59.000+00:00,2023-10-22T18:46:31.000+00:00,2023-10-22T20:10:38.000+00:00,2023-10-22T21:07:41.000+00:00,
1995,Valérie JOSSET,FINISHER,M3-M4F,FEMALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:08:53.000+00:00,2023-10-22T09:22:25.000+00:00,2023-10-22T11:40:01.000+00:00,2023-10-22T14:20:15.000+00:00,2023-10-22T15:10:19.000+00:00,2023-10-22T16:24:19.000+00:00,2023-10-22T18:39:46.000+00:00,,,,2023-10-22T21:02:22.000+00:00,2023-10-22T19:48:27.000+00:00
2514,Guillaume GUITTON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:26:52.000+00:00,2023-10-22T08:15:34.000+00:00,2023-10-22T10:07:36.000+00:00,2023-10-22T12:15:52.000+00:00,2023-10-22T13:07:36.000+00:00,2023-10-22T14:12:14.000+00:00,2023-10-22T16:31:57.000+00:00,2023-10-22T17:31:25.000+00:00,2023-10-22T18:34:19.000+00:00,2023-10-22T20:06:54.000+00:00,2023-10-22T21:02:30.000+00:00,
2678,Stéphane HUDYMA,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:51.000+00:00,2023-10-22T08:41:46.000+00:00,2023-10-22T10:43:04.000+00:00,2023-10-22T12:55:19.000+00:00,2023-10-22T13:40:36.000+00:00,2023-10-22T14:56:42.000+00:00,2023-10-22T17:01:45.000+00:00,2023-10-22T17:44:33.000+00:00,2023-10-22T18:44:49.000+00:00,2023-10-22T20:22:40.000+00:00,2023-10-22T21:02:40.000+00:00,
2173,Lauriane BURGER,FINISHER,M1-M2F,FEMALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:40.000+00:00,2023-10-22T08:48:47.000+00:00,2023-10-22T10:51:13.000+00:00,2023-10-22T12:50:05.000+00:00,2023-10-22T13:33:33.000+00:00,2023-10-22T15:02:57.000+00:00,2023-10-22T16:43:14.000+00:00,2023-10-22T17:36:42.000+00:00,2023-10-22T18:46:19.000+00:00,2023-10-22T20:09:01.000+00:00,2023-10-22T21:02:56.000+00:00,
1202,Frédéric GONNORD,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:01:39.000+00:00,2023-10-22T08:57:54.000+00:00,2023-10-22T11:01:03.000+00:00,2023-10-22T13:07:07.000+00:00,2023-10-22T13:50:02.000+00:00,2023-10-22T14:58:03.000+00:00,2023-10-22T17:01:32.000+00:00,2023-10-22T17:49:53.000+00:00,2023-10-22T18:53:02.000+00:00,2023-10-22T20:11:17.000+00:00,2023-10-22T22:30:17.000+00:00,
1666,Emmanuel ROTUREAU,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:01:25.000+00:00,2023-10-22T08:57:56.000+00:00,2023-10-22T11:01:05.000+00:00,2023-10-22T13:06:58.000+00:00,2023-10-22T13:50:14.000+00:00,2023-10-22T14:58:04.000+00:00,2023-10-22T17:01:36.000+00:00,2023-10-22T17:49:54.000+00:00,2023-10-22T18:53:05.000+00:00,2023-10-22T20:11:19.000+00:00,2023-10-22T22:34:04.000+00:00,
1994,Gregory DIES,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:12:32.000+00:00,2023-10-22T09:30:49.000+00:00,2023-10-22T11:43:34.000+00:00,2023-10-22T14:11:04.000+00:00,2023-10-22T15:05:54.000+00:00,2023-10-22T16:37:24.000+00:00,2023-10-22T18:47:41.000+00:00,,,,2023-10-22T21:03:08.000+00:00,2023-10-22T19:47:35.000+00:00
1118,Romain DELONGLE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:43:32.000+00:00,2023-10-22T08:35:35.000+00:00,2023-10-22T10:32:53.000+00:00,2023-10-22T12:51:18.000+00:00,2023-10-22T13:33:19.000+00:00,2023-10-22T14:39:59.000+00:00,2023-10-22T16:41:01.000+00:00,2023-10-22T17:31:34.000+00:00,2023-10-22T18:35:07.000+00:00,2023-10-22T20:07:41.000+00:00,2023-10-22T21:03:14.000+00:00,
2034,Christophe VENIER,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:55:32.000+00:00,2023-10-22T08:45:52.000+00:00,2023-10-22T10:47:54.000+00:00,2023-10-22T12:53:50.000+00:00,2023-10-22T13:40:27.000+00:00,2023-10-22T14:51:23.000+00:00,2023-10-22T16:55:57.000+00:00,2023-10-22T17:45:16.000+00:00,2023-10-22T18:44:49.000+00:00,2023-10-22T20:11:02.000+00:00,2023-10-22T21:03:15.000+00:00,
2238,Michel BIBRÉ,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:03.000+00:00,2023-10-22T08:59:50.000+00:00,2023-10-22T11:08:26.000+00:00,2023-10-22T13:10:58.000+00:00,2023-10-22T13:53:56.000+00:00,2023-10-22T15:02:47.000+00:00,2023-10-22T17:03:44.000+00:00,2023-10-22T17:56:41.000+00:00,2023-10-22T18:53:29.000+00:00,2023-10-22T20:14:22.000+00:00,2023-10-22T21:03:26.000+00:00,
1135,Dany BOURSE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:17.000+00:00,2023-10-22T08:32:05.000+00:00,2023-10-22T10:35:19.000+00:00,2023-10-22T12:36:08.000+00:00,2023-10-22T13:24:04.000+00:00,2023-10-22T14:39:11.000+00:00,2023-10-22T16:47:37.000+00:00,2023-10-22T17:42:30.000+00:00,2023-10-22T18:46:15.000+00:00,2023-10-22T20:15:06.000+00:00,2023-10-22T21:03:36.000+00:00,
2621,Yoann RAYSSEGUIER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:16.000+00:00,2023-10-22T08:54:31.000+00:00,2023-10-22T10:51:43.000+00:00,2023-10-22T13:01:39.000+00:00,2023-10-22T13:47:55.000+00:00,2023-10-22T15:09:09.000+00:00,2023-10-22T16:56:25.000+00:00,2023-10-22T17:41:01.000+00:00,2023-10-22T18:46:34.000+00:00,2023-10-22T20:10:40.000+00:00,2023-10-22T21:11:01.000+00:00,
2282,Laurent PASQUET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:54:22.000+00:00,2023-10-22T08:45:27.000+00:00,2023-10-22T10:42:59.000+00:00,2023-10-22T12:45:07.000+00:00,2023-10-22T13:32:00.000+00:00,2023-10-22T14:39:42.000+00:00,2023-10-22T16:45:54.000+00:00,2023-10-22T17:32:08.000+00:00,2023-10-22T18:35:50.000+00:00,2023-10-22T20:11:38.000+00:00,2023-10-22T21:05:13.000+00:00,
