bib,name,status,category,sex,country,Départ,P7,Peyreleau,St André,La Roque,Pierrefich,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
17,Marine QUINTARD,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:37.000+00:00,2023-10-22T07:16:54.000+00:00,2023-10-22T08:31:57.000+00:00,2023-10-22T09:37:33.000+00:00,2023-10-22T10:03:06.000+00:00,2023-10-22T10:44:57.000+00:00,2023-10-22T11:45:52.000+00:00,2023-10-22T12:13:17.000+00:00,2023-10-22T12:49:31.000+00:00,2023-10-22T13:28:59.000+00:00,2023-10-22T13:47:51.000+00:00,
201,Jérémie ROUSSINET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:04:15.000+00:00,2023-10-22T07:14:32.000+00:00,2023-10-22T08:28:32.000+00:00,2023-10-22T09:35:57.000+00:00,2023-10-22T10:02:58.000+00:00,2023-10-22T10:50:03.000+00:00,2023-10-22T11:52:01.000+00:00,2023-10-22T12:17:46.000+00:00,2023-10-22T12:53:51.000+00:00,2023-10-22T13:31:37.000+00:00,2023-10-22T13:54:45.000+00:00,
66,Fabien VIDAL,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:05:00.000+00:00,2023-10-22T07:13:04.000+00:00,2023-10-22T08:24:17.000+00:00,2023-10-22T09:28:32.000+00:00,2023-10-22T09:53:03.000+00:00,2023-10-22T10:32:22.000+00:00,2023-10-22T11:39:46.000+00:00,2023-10-22T12:08:44.000+00:00,2023-10-22T12:44:35.000+00:00,2023-10-22T13:28:40.000+00:00,2023-10-22T13:48:24.000+00:00,
106,Benoit CHAUVET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:02:36.000+00:00,2023-10-22T07:10:18.000+00:00,2023-10-22T08:18:36.000+00:00,2023-10-22T09:20:01.000+00:00,2023-10-22T09:46:14.000+00:00,2023-10-22T10:28:57.000+00:00,2023-10-22T11:34:36.000+00:00,2023-10-22T12:04:29.000+00:00,2023-10-22T12:44:42.000+00:00,2023-10-22T13:32:16.000+00:00,2023-10-22T13:49:04.000+00:00,
311,Lamy BRIEUC,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:03:52.000+00:00,2023-10-22T07:09:54.000+00:00,2023-10-22T08:22:14.000+00:00,2023-10-22T09:27:04.000+00:00,2023-10-22T09:50:50.000+00:00,2023-10-22T10:34:40.000+00:00,2023-10-22T11:40:16.000+00:00,2023-10-22T12:09:22.000+00:00,2023-10-22T12:45:05.000+00:00,2023-10-22T13:27:29.000+00:00,2023-10-22T13:49:23.000+00:00,
243,Irina RACZYNSKA,FINISHER,S-M0F,FEMALE,PL,2023-10-22T05:18:53.000+00:00,2023-10-22T06:09:04.000+00:00,2023-10-22T07:21:28.000+00:00,2023-10-22T08:38:46.000+00:00,2023-10-22T09:42:05.000+00:00,2023-10-22T10:06:44.000+00:00,2023-10-22T10:46:09.000+00:00,2023-10-22T11:49:05.000+00:00,2023-10-22T12:14:18.000+00:00,,2023-10-22T13:32:02.000+00:00,2023-10-22T13:49:47.000+00:00,
202,Tom REINBOLD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:03:51.000+00:00,2023-10-22T07:13:07.000+00:00,2023-10-22T08:27:04.000+00:00,2023-10-22T09:30:35.000+00:00,2023-10-22T09:56:28.000+00:00,2023-10-22T10:39:11.000+00:00,2023-10-22T11:44:01.000+00:00,2023-10-22T12:12:20.000+00:00,2023-10-22T12:47:50.000+00:00,2023-10-22T13:33:11.000+00:00,2023-10-22T13:56:44.000+00:00,
101,Ambroise FOUBERT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:49.000+00:00,2023-10-22T07:21:59.000+00:00,2023-10-22T08:36:54.000+00:00,2023-10-22T09:42:13.000+00:00,2023-10-22T10:07:22.000+00:00,2023-10-22T10:50:58.000+00:00,2023-10-22T11:52:46.000+00:00,2023-10-22T12:20:45.000+00:00,2023-10-22T12:54:53.000+00:00,2023-10-22T13:36:17.000+00:00,2023-10-22T13:57:48.000+00:00,
123,David CALERO RODRIGUEZ,FINISHER,S-M0H,MALE,ES,2023-10-22T05:18:53.000+00:00,2023-10-22T06:05:54.000+00:00,2023-10-22T07:16:12.000+00:00,2023-10-22T08:33:12.000+00:00,2023-10-22T09:41:40.000+00:00,2023-10-22T10:07:47.000+00:00,2023-10-22T10:50:00.000+00:00,2023-10-22T11:53:49.000+00:00,2023-10-22T12:20:31.000+00:00,2023-10-22T12:56:54.000+00:00,2023-10-22T13:40:03.000+00:00,2023-10-22T13:58:27.000+00:00,
209,Julien GAY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:09:00.000+00:00,2023-10-22T07:25:11.000+00:00,2023-10-22T08:43:29.000+00:00,2023-10-22T09:51:41.000+00:00,2023-10-22T10:17:10.000+00:00,2023-10-22T10:59:33.000+00:00,2023-10-22T12:04:28.000+00:00,2023-10-22T12:32:16.000+00:00,2023-10-22T13:05:10.000+00:00,2023-10-22T13:44:19.000+00:00,2023-10-22T14:33:35.000+00:00,
70,Matthieu MELON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:08:10.000+00:00,2023-10-22T07:25:09.000+00:00,2023-10-22T08:46:49.000+00:00,2023-10-22T09:58:09.000+00:00,2023-10-22T10:24:06.000+00:00,2023-10-22T11:05:51.000+00:00,2023-10-22T12:08:24.000+00:00,2023-10-22T12:35:34.000+00:00,2023-10-22T13:06:37.000+00:00,2023-10-22T13:44:24.000+00:00,2023-10-22T14:03:02.000+00:00,
41,Agustín LUJÁN MALDONADO,FINISHER,M1-M2H,MALE,ES,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:12.000+00:00,2023-10-22T07:18:11.000+00:00,2023-10-22T08:33:19.000+00:00,2023-10-22T09:44:24.000+00:00,2023-10-22T10:09:45.000+00:00,2023-10-22T10:51:47.000+00:00,2023-10-22T11:55:44.000+00:00,2023-10-22T12:24:04.000+00:00,2023-10-22T13:00:48.000+00:00,2023-10-22T13:43:14.000+00:00,2023-10-22T14:43:43.000+00:00,
80,Fabrice COUCHOUD,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:08:29.000+00:00,2023-10-22T07:22:02.000+00:00,2023-10-22T08:37:49.000+00:00,2023-10-22T09:42:05.000+00:00,2023-10-22T10:06:38.000+00:00,2023-10-22T10:47:53.000+00:00,2023-10-22T11:51:26.000+00:00,2023-10-22T12:18:36.000+00:00,2023-10-22T12:57:15.000+00:00,2023-10-22T13:44:00.000+00:00,2023-10-22T14:03:23.000+00:00,
67,Mickael GUION,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:09.000+00:00,2023-10-22T07:22:05.000+00:00,2023-10-22T08:38:04.000+00:00,2023-10-22T09:46:28.000+00:00,2023-10-22T10:12:15.000+00:00,2023-10-22T10:55:44.000+00:00,2023-10-22T12:01:04.000+00:00,2023-10-22T12:31:30.000+00:00,2023-10-22T13:06:04.000+00:00,2023-10-22T13:46:38.000+00:00,2023-10-22T14:21:09.000+00:00,
199,Jonathan COUFOURIER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:10.000+00:00,2023-10-22T07:19:47.000+00:00,2023-10-22T08:36:58.000+00:00,2023-10-22T09:42:17.000+00:00,2023-10-22T10:06:46.000+00:00,2023-10-22T10:49:36.000+00:00,2023-10-22T11:54:27.000+00:00,2023-10-22T12:21:23.000+00:00,2023-10-22T13:01:43.000+00:00,2023-10-22T13:48:52.000+00:00,2023-10-22T23:04:01.000+00:00,
72,Matthias LAVOISIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:01.000+00:00,2023-10-22T07:16:14.000+00:00,2023-10-22T08:29:42.000+00:00,2023-10-22T09:36:10.000+00:00,2023-10-22T10:02:15.000+00:00,2023-10-22T10:50:03.000+00:00,2023-10-22T11:56:51.000+00:00,2023-10-22T12:26:40.000+00:00,2023-10-22T13:04:03.000+00:00,2023-10-22T13:49:27.000+00:00,2023-10-22T14:08:53.000+00:00,
84,Paul MEDOUS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:38.000+00:00,2023-10-22T07:19:52.000+00:00,2023-10-22T08:38:17.000+00:00,2023-10-22T09:47:48.000+00:00,2023-10-22T10:13:55.000+00:00,2023-10-22T10:57:37.000+00:00,2023-10-22T12:02:09.000+00:00,2023-10-22T12:31:37.000+00:00,2023-10-22T13:07:45.000+00:00,2023-10-22T13:51:31.000+00:00,2023-10-22T14:20:55.000+00:00,
52,Clément MUGNIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:03:42.000+00:00,2023-10-22T07:12:36.000+00:00,2023-10-22T08:28:45.000+00:00,2023-10-22T09:37:18.000+00:00,2023-10-22T10:04:21.000+00:00,2023-10-22T10:48:20.000+00:00,2023-10-22T11:58:53.000+00:00,2023-10-22T12:30:05.000+00:00,2023-10-22T13:07:13.000+00:00,2023-10-22T13:50:22.000+00:00,2023-10-22T14:09:59.000+00:00,
192,Baptiste GALANT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:05:49.000+00:00,2023-10-22T07:16:09.000+00:00,2023-10-22T08:30:50.000+00:00,2023-10-22T09:36:18.000+00:00,2023-10-22T10:02:40.000+00:00,2023-10-22T10:46:36.000+00:00,2023-10-22T11:55:02.000+00:00,2023-10-22T12:27:03.000+00:00,2023-10-22T13:05:11.000+00:00,2023-10-22T13:48:58.000+00:00,2023-10-22T14:10:12.000+00:00,
65,Dan ARAGON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:14.000+00:00,2023-10-22T07:31:18.000+00:00,2023-10-22T08:49:32.000+00:00,2023-10-22T10:00:14.000+00:00,2023-10-22T10:27:05.000+00:00,2023-10-22T11:10:02.000+00:00,2023-10-22T12:11:04.000+00:00,2023-10-22T12:39:39.000+00:00,2023-10-22T13:15:05.000+00:00,2023-10-22T13:54:07.000+00:00,2023-10-22T14:15:24.000+00:00,
78,Tom ARAGON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:14.000+00:00,2023-10-22T07:31:17.000+00:00,2023-10-22T08:49:32.000+00:00,2023-10-22T10:00:17.000+00:00,2023-10-22T10:27:04.000+00:00,2023-10-22T11:10:03.000+00:00,2023-10-22T12:11:04.000+00:00,2023-10-22T12:39:39.000+00:00,2023-10-22T13:15:05.000+00:00,2023-10-22T13:54:06.000+00:00,2023-10-22T14:15:25.000+00:00,
119,Luke GRENFELL-SHAW,FINISHER,S-M0H,MALE,GB,2023-10-22T05:18:53.000+00:00,2023-10-22T06:00:11.000+00:00,2023-10-22T07:01:43.000+00:00,2023-10-22T08:09:15.000+00:00,2023-10-22T09:08:40.000+00:00,,2023-10-22T10:30:30.000+00:00,2023-10-22T11:52:05.000+00:00,2023-10-22T12:25:40.000+00:00,2023-10-22T13:03:26.000+00:00,2023-10-22T13:50:29.000+00:00,2023-10-22T14:10:48.000+00:00,
154,Quentin GRATEAU,FINISHER,ES H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:05:41.000+00:00,2023-10-22T07:21:37.000+00:00,2023-10-22T08:39:47.000+00:00,2023-10-22T09:50:49.000+00:00,2023-10-22T10:19:28.000+00:00,2023-10-22T11:03:09.000+00:00,2023-10-22T12:09:56.000+00:00,2023-10-22T12:37:17.000+00:00,2023-10-22T13:12:55.000+00:00,2023-10-22T13:53:41.000+00:00,2023-10-22T14:17:20.000+00:00,
190,Guillaume BARRY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:04:40.000+00:00,2023-10-22T07:13:31.000+00:00,2023-10-22T08:29:18.000+00:00,2023-10-22T09:40:05.000+00:00,2023-10-22T10:05:09.000+00:00,2023-10-22T10:47:49.000+00:00,2023-10-22T11:59:47.000+00:00,2023-10-22T12:27:35.000+00:00,2023-10-22T13:03:38.000+00:00,2023-10-22T13:51:52.000+00:00,2023-10-22T14:11:08.000+00:00,
180,Clément GIRARD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:50.000+00:00,2023-10-22T07:18:06.000+00:00,2023-10-22T08:35:43.000+00:00,2023-10-22T09:47:44.000+00:00,2023-10-22T10:14:31.000+00:00,2023-10-22T10:55:20.000+00:00,2023-10-22T12:03:10.000+00:00,2023-10-22T12:31:04.000+00:00,2023-10-22T13:07:30.000+00:00,2023-10-22T13:51:48.000+00:00,2023-10-22T14:11:10.000+00:00,
16,Virginia PEREZ MESONERO,FINISHER,S-M0F,FEMALE,ES,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:09.000+00:00,2023-10-22T07:21:57.000+00:00,2023-10-22T08:38:06.000+00:00,2023-10-22T09:42:15.000+00:00,2023-10-22T10:08:39.000+00:00,2023-10-22T10:51:08.000+00:00,2023-10-22T11:56:29.000+00:00,2023-10-22T12:25:02.000+00:00,2023-10-22T13:03:57.000+00:00,2023-10-22T13:49:59.000+00:00,2023-10-22T15:13:26.000+00:00,
625,Clément TEXIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:09:31.000+00:00,2023-10-22T07:27:38.000+00:00,2023-10-22T08:47:20.000+00:00,2023-10-22T09:56:20.000+00:00,2023-10-22T10:21:06.000+00:00,2023-10-22T11:01:32.000+00:00,2023-10-22T12:05:30.000+00:00,2023-10-22T12:32:59.000+00:00,2023-10-22T13:07:41.000+00:00,2023-10-22T13:53:08.000+00:00,2023-10-22T14:12:48.000+00:00,
92,Quentin DEBOURG,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:25.000+00:00,2023-10-22T07:22:22.000+00:00,2023-10-22T08:41:42.000+00:00,2023-10-22T09:51:38.000+00:00,2023-10-22T10:20:25.000+00:00,2023-10-22T11:03:46.000+00:00,2023-10-22T12:08:17.000+00:00,2023-10-22T12:35:16.000+00:00,2023-10-22T13:14:58.000+00:00,2023-10-22T13:53:59.000+00:00,2023-10-22T14:12:54.000+00:00,
95,Damien ENCINAS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:37.000+00:00,2023-10-22T07:18:08.000+00:00,2023-10-22T08:36:07.000+00:00,2023-10-22T09:42:32.000+00:00,2023-10-22T10:09:04.000+00:00,2023-10-22T10:52:51.000+00:00,2023-10-22T12:01:25.000+00:00,2023-10-22T12:31:36.000+00:00,2023-10-22T13:10:33.000+00:00,2023-10-22T13:53:38.000+00:00,2023-10-22T14:13:19.000+00:00,
125,Antoine PENELLE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:37.000+00:00,2023-10-22T07:35:37.000+00:00,2023-10-22T08:56:16.000+00:00,2023-10-22T10:03:19.000+00:00,2023-10-22T10:30:02.000+00:00,2023-10-22T11:11:57.000+00:00,2023-10-22T12:12:26.000+00:00,2023-10-22T12:40:35.000+00:00,2023-10-22T13:16:38.000+00:00,2023-10-22T13:57:35.000+00:00,2023-10-22T14:14:28.000+00:00,
87,Robin LAINE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:35.000+00:00,2023-10-22T07:22:23.000+00:00,2023-10-22T08:40:53.000+00:00,2023-10-22T09:49:29.000+00:00,2023-10-22T10:16:31.000+00:00,2023-10-22T11:00:22.000+00:00,2023-10-22T12:05:36.000+00:00,2023-10-22T12:33:48.000+00:00,2023-10-22T13:11:09.000+00:00,2023-10-22T13:55:27.000+00:00,2023-10-22T14:14:41.000+00:00,
18,Laure PARADAN,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:39.000+00:00,2023-10-22T07:22:18.000+00:00,2023-10-22T08:40:50.000+00:00,2023-10-22T09:48:08.000+00:00,2023-10-22T10:15:57.000+00:00,2023-10-22T11:01:47.000+00:00,2023-10-22T12:06:21.000+00:00,2023-10-22T12:33:45.000+00:00,2023-10-22T13:11:14.000+00:00,2023-10-22T13:55:00.000+00:00,2023-10-22T14:17:00.000+00:00,
214,Jeremy RAGUIN,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:08:10.000+00:00,2023-10-22T07:24:41.000+00:00,2023-10-22T08:39:12.000+00:00,2023-10-22T09:44:46.000+00:00,2023-10-22T10:10:06.000+00:00,2023-10-22T10:53:08.000+00:00,2023-10-22T11:58:56.000+00:00,2023-10-22T12:30:20.000+00:00,2023-10-22T13:09:15.000+00:00,2023-10-22T13:57:40.000+00:00,2023-10-22T15:30:21.000+00:00,
143,Mathis LE STRAT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:04:57.000+00:00,2023-10-22T07:15:13.000+00:00,2023-10-22T08:33:53.000+00:00,2023-10-22T09:46:10.000+00:00,2023-10-22T10:12:46.000+00:00,2023-10-22T10:58:45.000+00:00,2023-10-22T12:09:26.000+00:00,2023-10-22T12:40:31.000+00:00,2023-10-22T13:17:09.000+00:00,2023-10-22T14:02:27.000+00:00,2023-10-22T14:22:45.000+00:00,
89,Antoine TROUCHE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:03:03.000+00:00,2023-10-22T07:13:06.000+00:00,2023-10-22T08:30:19.000+00:00,2023-10-22T09:44:31.000+00:00,2023-10-22T10:12:20.000+00:00,2023-10-22T11:03:55.000+00:00,2023-10-22T12:11:22.000+00:00,2023-10-22T12:42:26.000+00:00,2023-10-22T13:23:07.000+00:00,2023-10-22T14:05:24.000+00:00,2023-10-22T14:23:29.000+00:00,
94,Dorian LEMAIRE,FINISHER,S-M0H,MALE,BE,2023-10-22T05:18:53.000+00:00,2023-10-22T06:04:51.000+00:00,2023-10-22T07:13:27.000+00:00,2023-10-22T08:29:47.000+00:00,2023-10-22T09:45:44.000+00:00,2023-10-22T10:13:36.000+00:00,2023-10-22T11:00:19.000+00:00,2023-10-22T12:13:55.000+00:00,2023-10-22T12:46:08.000+00:00,2023-10-22T13:21:52.000+00:00,2023-10-22T14:05:39.000+00:00,2023-10-22T14:24:01.000+00:00,
2336,Jessica TIPÁN GUTIÉRREZ,FINISHER,S-M0F,FEMALE,EC,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:52.000+00:00,2023-10-22T07:24:14.000+00:00,2023-10-22T08:47:27.000+00:00,2023-10-22T09:57:00.000+00:00,2023-10-22T10:24:20.000+00:00,2023-10-22T11:09:24.000+00:00,2023-10-22T12:11:40.000+00:00,2023-10-22T12:38:50.000+00:00,2023-10-22T13:17:16.000+00:00,2023-10-22T14:02:46.000+00:00,2023-10-22T14:24:17.000+00:00,
2,Sebastien SPEHLER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:00:08.000+00:00,2023-10-22T07:01:29.000+00:00,2023-10-22T08:02:53.000+00:00,2023-10-22T08:57:27.000+00:00,2023-10-22T09:18:00.000+00:00,2023-10-22T10:06:48.000+00:00,2023-10-22T11:40:47.000+00:00,2023-10-22T12:20:52.000+00:00,2023-10-22T12:58:09.000+00:00,2023-10-22T13:57:45.000+00:00,2023-10-22T14:25:20.000+00:00,
38,Pedro BARROS,FINISHER,S-M0H,MALE,PT,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:44.000+00:00,2023-10-22T07:21:43.000+00:00,2023-10-22T08:41:52.000+00:00,2023-10-22T09:55:33.000+00:00,2023-10-22T10:21:18.000+00:00,2023-10-22T11:02:58.000+00:00,2023-10-22T12:08:38.000+00:00,2023-10-22T12:38:48.000+00:00,2023-10-22T13:16:47.000+00:00,2023-10-22T14:04:46.000+00:00,2023-10-22T14:27:00.000+00:00,
189,Jan BAUDET,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:01:05.000+00:00,2023-10-22T07:10:16.000+00:00,2023-10-22T08:29:12.000+00:00,2023-10-22T09:38:09.000+00:00,2023-10-22T10:04:14.000+00:00,2023-10-22T10:47:44.000+00:00,2023-10-22T12:00:14.000+00:00,2023-10-22T12:34:44.000+00:00,2023-10-22T13:10:37.000+00:00,2023-10-22T14:02:52.000+00:00,2023-10-22T14:27:20.000+00:00,
103,Candice FERTIN,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:20.000+00:00,2023-10-22T07:19:53.000+00:00,2023-10-22T08:38:51.000+00:00,2023-10-22T09:48:46.000+00:00,2023-10-22T10:17:24.000+00:00,2023-10-22T11:04:21.000+00:00,2023-10-22T12:13:22.000+00:00,2023-10-22T12:45:49.000+00:00,2023-10-22T13:22:27.000+00:00,2023-10-22T14:05:37.000+00:00,2023-10-22T14:27:28.000+00:00,
208,Audren LAGIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:09:12.000+00:00,2023-10-22T07:23:32.000+00:00,2023-10-22T08:40:37.000+00:00,2023-10-22T09:49:01.000+00:00,2023-10-22T10:14:02.000+00:00,2023-10-22T11:02:12.000+00:00,2023-10-22T12:05:34.000+00:00,2023-10-22T12:33:34.000+00:00,2023-10-22T13:19:58.000+00:00,2023-10-22T14:06:57.000+00:00,2023-10-22T14:27:54.000+00:00,
77,Thibault CIZEAU,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:28.000+00:00,2023-10-22T07:19:51.000+00:00,2023-10-22T08:38:35.000+00:00,2023-10-22T09:48:36.000+00:00,2023-10-22T10:17:21.000+00:00,2023-10-22T11:02:57.000+00:00,2023-10-22T12:12:17.000+00:00,2023-10-22T12:40:44.000+00:00,2023-10-22T13:22:30.000+00:00,2023-10-22T14:09:01.000+00:00,2023-10-22T14:28:39.000+00:00,
82,Alexis CHABASSIÈRE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:05:45.000+00:00,2023-10-22T07:18:01.000+00:00,2023-10-22T08:39:23.000+00:00,2023-10-22T09:51:41.000+00:00,2023-10-22T10:21:04.000+00:00,2023-10-22T11:09:41.000+00:00,2023-10-22T12:15:04.000+00:00,2023-10-22T12:46:19.000+00:00,2023-10-22T13:23:22.000+00:00,2023-10-22T14:10:07.000+00:00,2023-10-22T14:36:31.000+00:00,
195,Adrien RAMBAUD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:08:43.000+00:00,2023-10-22T07:24:37.000+00:00,2023-10-22T08:41:21.000+00:00,2023-10-22T09:50:53.000+00:00,2023-10-22T10:20:08.000+00:00,2023-10-22T11:05:02.000+00:00,2023-10-22T12:12:23.000+00:00,2023-10-22T12:41:19.000+00:00,2023-10-22T13:21:51.000+00:00,2023-10-22T14:10:05.000+00:00,2023-10-22T14:37:08.000+00:00,
219,Yannick MATHEZ,FINISHER,M3-M4H,MALE,CH,2023-10-22T05:18:53.000+00:00,2023-10-22T06:11:09.000+00:00,2023-10-22T07:29:45.000+00:00,2023-10-22T08:50:47.000+00:00,2023-10-22T10:03:23.000+00:00,2023-10-22T10:31:40.000+00:00,2023-10-22T11:16:22.000+00:00,2023-10-22T12:24:01.000+00:00,2023-10-22T12:53:14.000+00:00,2023-10-22T13:30:54.000+00:00,2023-10-22T14:14:36.000+00:00,2023-10-22T16:33:24.000+00:00,
247,Jérôme VESSAZ,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:12:22.000+00:00,2023-10-22T07:33:27.000+00:00,2023-10-22T08:57:57.000+00:00,2023-10-22T10:11:44.000+00:00,2023-10-22T10:40:30.000+00:00,2023-10-22T11:24:54.000+00:00,2023-10-22T12:31:32.000+00:00,2023-10-22T13:01:01.000+00:00,2023-10-22T13:39:19.000+00:00,2023-10-22T14:19:04.000+00:00,2023-10-22T14:36:09.000+00:00,
166,Loic NEDELLEC,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:36.000+00:00,2023-10-22T07:19:37.000+00:00,2023-10-22T08:38:49.000+00:00,2023-10-22T09:50:52.000+00:00,2023-10-22T10:19:16.000+00:00,2023-10-22T11:02:57.000+00:00,2023-10-22T12:12:13.000+00:00,2023-10-22T12:43:17.000+00:00,2023-10-22T13:22:21.000+00:00,2023-10-22T14:12:24.000+00:00,2023-10-22T14:36:12.000+00:00,
96,Pierre-Yves BRARD,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:06:41.000+00:00,2023-10-22T07:20:17.000+00:00,2023-10-22T08:40:51.000+00:00,2023-10-22T09:52:45.000+00:00,2023-10-22T10:21:09.000+00:00,2023-10-22T11:11:44.000+00:00,2023-10-22T12:18:47.000+00:00,2023-10-22T12:49:22.000+00:00,2023-10-22T13:28:42.000+00:00,2023-10-22T14:14:43.000+00:00,2023-10-22T14:36:31.000+00:00,
204,Alexandre AUBRON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:04:18.000+00:00,2023-10-22T07:09:57.000+00:00,2023-10-22T08:18:11.000+00:00,2023-10-22T09:15:39.000+00:00,,2023-10-22T10:16:28.000+00:00,2023-10-22T11:22:43.000+00:00,2023-10-22T11:53:50.000+00:00,2023-10-22T12:59:21.000+00:00,2023-10-22T14:13:19.000+00:00,2023-10-22T14:37:15.000+00:00,
117,Lucille GERMAIN,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:09:59.000+00:00,2023-10-22T07:30:48.000+00:00,2023-10-22T08:52:42.000+00:00,2023-10-22T10:06:50.000+00:00,2023-10-22T10:36:47.000+00:00,2023-10-22T11:26:16.000+00:00,2023-10-22T12:35:31.000+00:00,2023-10-22T13:04:24.000+00:00,2023-10-22T13:39:55.000+00:00,2023-10-22T14:19:17.000+00:00,2023-10-22T14:42:51.000+00:00,
227,Tom GIRAUD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:07:41.000+00:00,2023-10-22T07:24:38.000+00:00,2023-10-22T08:41:53.000+00:00,2023-10-22T09:53:49.000+00:00,2023-10-22T10:21:00.000+00:00,2023-10-22T11:04:22.000+00:00,2023-10-22T12:22:33.000+00:00,2023-10-22T12:53:38.000+00:00,2023-10-22T13:31:29.000+00:00,2023-10-22T14:16:52.000+00:00,2023-10-22T14:38:09.000+00:00,
246,Marie LAPLACE,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:10:22.000+00:00,2023-10-22T07:28:32.000+00:00,2023-10-22T08:46:34.000+00:00,2023-10-22T09:58:37.000+00:00,2023-10-22T10:26:59.000+00:00,2023-10-22T11:11:26.000+00:00,2023-10-22T12:19:39.000+00:00,2023-10-22T12:50:23.000+00:00,2023-10-22T13:28:51.000+00:00,2023-10-22T14:15:19.000+00:00,2023-10-22T14:43:29.000+00:00,
